year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status,UID,age_category,listing_instance,birth_year,ca_updated,el_updated,early_life,career
2015,3,1415,1.3 B,Diller,Sanford,Sanford Diller,1928-01-01,87.0,Male,United States,United States,Woodside,Real Estate,Real Estate,,,True,,Sanford Diller1928.0,60+,First,1928.0,True,True,"Sanford Ned Diller (June 4, 1928 – February 2, 2018) was an American billionaire and the founder of Prometheus Real Estate Group.","Sanford Ned Diller (June 4, 1928 – February 2, 2018) was an American billionaire and the founder of Prometheus Real Estate Group."
2008,3,843,1.4 B,Weill,Sanford,Sanford Weill,1933-03-16,75.0,Male,United States,United States,Sonoma,Finance and Investments,Finance and Investments,,,True,Decreased,Sanford Weill1933.0,60+,First,1933.0,True,True,"Sanford I. Weill was born in the Bensonhurst section of Brooklyn, New York, to Polish Jewish immigrants, Etta (Kalika) and Max Weill. He attended P.S. 200 in Bensonhurst. He also attended Peekskill Military Academy in Peekskill, New York, then enrolled at Cornell University where he was active in the Air Force ROTC and the Alpha Epsilon Pi fraternity. Weill received a Bachelor of Arts degree in government from Cornell in 1955.Weill's middle initial of ""I"" is not an abbreviation for anything. He has said:

My mother wanted to name me after somebody whose name started with an ""I"", but she couldn't think of a name she liked. So she gave me the initial with the idea that after I was 21 I could choose whatever middle name I wanted.","Sanford I. Weill was born in the Bensonhurst section of Brooklyn, New York, to Polish Jewish immigrants, Etta (Kalika) and Max Weill. He attended P.S. 200 in Bensonhurst. He also attended Peekskill Military Academy in Peekskill, New York, then enrolled at Cornell University where he was active in the Air Force ROTC and the Alpha Epsilon Pi fraternity. Weill received a Bachelor of Arts degree in government from Cornell in 1955.Weill's middle initial of ""I"" is not an abbreviation for anything. He has said:

My mother wanted to name me after somebody whose name started with an ""I"", but she couldn't think of a name she liked. So she gave me the initial with the idea that after I was 21 I could choose whatever middle name I wanted."
2021,4,2263,1.3 B,Agarwal,Sanjay,Sanjay Agarwal,1970-09-08,51.0,Male,India,India,Jaipur,Finance & Investments,Finance and Investments,,,True,,Sanjay Agarwal1970.0,51-60,First,1970.0,True,True,"Sanjay Agarwal is an Indian businessperson, Chartered Accountant and founder of AU Small Finance Bank, where he is currently serving as the Managing Director & CEO. He was named Ernst & Young Entrepreneur of the Year Award 2018 in financial services.","Sanjay Agarwal is an Indian businessperson, Chartered Accountant and founder of AU Small Finance Bank, where he is currently serving as the Managing Director & CEO. He was named Ernst & Young Entrepreneur of the Year Award 2018 in financial services."
2015,3,1638,1.1 B,Singal,Sanjay,Sanjay Singal,1960-01-01,55.0,Male,India,India,Delhi,Manufacturing,Manufacturing,,,False,,Sanjay Singal1960.0,51-60,First,1960.0,True,True,page not found,page not found
2019,3,2057,1.0 B,Bikhchandani,Sanjeev,Sanjeev Bikhchandani,1963-06-29,56.0,Male,India,India,Delhi,Technology,Technology,,,True,,Sanjeev Bikhchandani1963.0,51-60,First,1963.0,True,True,"Sanjeev Bikhchandani is an Indian  businessman, who is the founder and executive vice chairman of Info Edge which owns Naukri.com, a job portal, as well as the co-founder of Ashoka University. He was honoured with the Padma Shri, India's fourth highest civilian award, in January 2020.He attended St. Columba's School, Delhi and finished schooling from there in 1981. There after, he obtained a Bachelor of Arts degree in economics from St. Stephen's College, Delhi in 1984. He completed his MBA from IIMA in 1989. He is ranked #68 in Forbes India Rich List 2020 with a net worth of $2.1 Billion.","Sanjeev Bikhchandani is an Indian  businessman, who is the founder and executive vice chairman of Info Edge which owns Naukri.com, a job portal, as well as the co-founder of Ashoka University. He was honoured with the Padma Shri, India's fourth highest civilian award, in January 2020.He attended St. Columba's School, Delhi and finished schooling from there in 1981. There after, he obtained a Bachelor of Arts degree in economics from St. Stephen's College, Delhi in 1984. He completed his MBA from IIMA in 1989. He is ranked #68 in Forbes India Rich List 2020 with a net worth of $2.1 Billion."
2020,4,1513,1.4 B,Biswas,Sanjit,Sanjit Biswas,1982-01-12,38.0,Male,United States,United States,San Francisco,Technology,Technology,,Entrepreneur,True,,Sanjit Biswas1982.0,31-40,First,1982.0,True,True,"Sanjit Biswas (1981 or 1982 (age 40–42)) is an American Internet entrepreneur and computer scientist and co-founder of Samsara, an Internet of Things company headquartered in San Francisco, California that provides hardware and software for physical operations. He also co-founded and served as CEO of Meraki, Inc. (now Cisco Meraki), a cloud-managed networking company now part of Cisco Systems.Biswas has a bachelor's degree from Stanford and a master's degree from MIT.In 2007, he was named to the MIT Technology Review TR35 as one of the top 35 innovators in the world under the age of 35.


== References ==","Sanjit Biswas (1981 or 1982 (age 40–42)) is an American Internet entrepreneur and computer scientist and co-founder of Samsara, an Internet of Things company headquartered in San Francisco, California that provides hardware and software for physical operations. He also co-founded and served as CEO of Meraki, Inc. (now Cisco Meraki), a cloud-managed networking company now part of Cisco Systems.Biswas has a bachelor's degree from Stanford and a master's degree from MIT.In 2007, he was named to the MIT Technology Review TR35 as one of the top 35 innovators in the world under the age of 35.


== References =="
2023,4,787,3.6 B,Bajaj,Sanjiv,Sanjiv Bajaj,1969-11-02,54.0,Male,India,India,Pune,Diversified,Diversified,,,False,,Sanjiv Bajaj1969.0,51-60,First,1969.0,True,True,"Born into the Bajaj family, Sanjiv is the great-grandson of founder Jamnalal Bajaj and the younger son of Bajaj Group chairman, Rahul Bajaj. He completed his schooling at a Catholic convent school run by the Swiss missionaries. He then pursued his mechanical engineering degree from the University of Pune, masters degree in manufacturing systems engineering from the University of Warwick, and a management degree from Harvard Business School.","Born into the Bajaj family, Sanjiv is the great-grandson of founder Jamnalal Bajaj and the younger son of Bajaj Group chairman, Rahul Bajaj. He completed his schooling at a Catholic convent school run by the Swiss missionaries. He then pursued his mechanical engineering degree from the University of Pune, masters degree in manufacturing systems engineering from the University of Warwick, and a management degree from Harvard Business School."
2015,3,1324,1.4 B,Goenka,Sanjiv,Sanjiv Goenka,1961-01-29,54.0,Male,India,India,Kolkata,Diversified,Diversified,,,False,,Sanjiv Goenka1961.0,51-60,First,1961.0,True,True,Goenka was born to Sushila Devi Goenka and Rama Prasad Goenka a business man in a Marwari Family and raised in Kolkata.,Goenka was born to Sushila Devi Goenka and Rama Prasad Goenka a business man in a Marwari Family and raised in Kolkata.
2013,3,1342,1.0 B,Handojo,Santosa,Santosa Handojo,1964-04-15,49.0,Male,Indonesia,Indonesia,Jakarta,Food and Beverage,Food and Beverage,,,False,,Santosa Handojo1964.0,41-50,First,1964.0,True,True,page not found,page not found
2012,3,1153,1.0 B,Blakely,Sara,Sara Blakely,1971-02-27,41.0,Female,United States,United States,Atlanta,,Fashion and Retail,,,True,,Sara Blakely1971.0,41-50,First,1971.0,True,True,"Sara Treleaven Blakely (born February 27, 1971) is an American businesswoman and philanthropist. She is the founder of Spanx, an American intimate apparel company with pants and leggings, founded in Atlanta, Georgia. In 2012, Blakely was named in Time magazine's ""Time 100"" annual list of the 100 most influential people in the world. In 2014, she was listed as the 93rd most powerful woman in the world by Forbes.","Sara Treleaven Blakely (born February 27, 1971) is an American businesswoman and philanthropist. She is the founder of Spanx, an American intimate apparel company with pants and leggings, founded in Atlanta, Georgia. In 2012, Blakely was named in Time magazine's ""Time 100"" annual list of the 100 most influential people in the world. In 2014, she was listed as the 93rd most powerful woman in the world by Forbes."
2022,4,2076,1.4 B,Muthoot,Sara George,Sara George Muthoot,1960-04-22,62.0,Female,India,India,Delhi,Finance & Investments,Finance and Investments,,,False,,Sara George Muthoot1960.0,60+,First,1960.0,True,True,page not found,page not found
2015,3,1190,1.6 B,MacMillan,Sarah,Sarah MacMillan,1954-01-01,61.0,Female,United States,United States,Los Angeles,Food and Beverage,Food and Beverage,,,False,,Sarah MacMillan1954.0,60+,First,1954.0,True,True,page not found,page not found
2018,3,629,3.6 B,Ratanavadi,Sarath,Sarath Ratanavadi,1965-07-12,53.0,Male,Thailand,Thailand,Bangkok,Energy,Energy,,,True,,Sarath Ratanavadi1965.0,51-60,First,1965.0,True,True,"Sarath Ratanavadi (Thai: สารัชถ์ รัตนาวะดี, RTGS: Sarat Rattanawadee)  is a Thai engineer and businessman. He made his fortune as founder and CEO of Thailand's third-largest energy firm, Gulf Energy Development. Ratanavadi has degrees from Chulalongkorn University and University of Southern California, and resides primarily in Bangkok. He also serves as the chairman of the NIST International School Foundation, the school his two sons attended.In 2014 Ratanavadi established Gulf Electric and opened the company's first power plant in Thailand. Gulf continued to expand through its public offering in 2017 and now has invested in renewable energy and crypto.


== References ==","Sarath Ratanavadi (Thai: สารัชถ์ รัตนาวะดี, RTGS: Sarat Rattanawadee)  is a Thai engineer and businessman. He made his fortune as founder and CEO of Thailand's third-largest energy firm, Gulf Energy Development. Ratanavadi has degrees from Chulalongkorn University and University of Southern California, and resides primarily in Bangkok. He also serves as the chairman of the NIST International School Foundation, the school his two sons attended.In 2014 Ratanavadi established Gulf Electric and opened the company's first power plant in Thailand. Gulf continued to expand through its public offering in 2017 and now has invested in renewable energy and crypto.


== References =="
2007,3,488,2.0 B,,,Sarik Tara,1930-04-22,77.0,,Turkey,Turkey,Istanbul,,Construction and Engineering,,,False,,Sarik Tara1930.0,60+,First,1930.0,True,True,"Şarık Tara (born Šarik Hadžihamzić; 22 April 1930 – 28 June 2018) was a Turkish billionaire who founded Enka İnşaat ve Sanayi A.Ş., Turkey's largest construction company, with Sadi Gülçelik, in 1957. As well as being an international engineer, contractor, industrialist, he was known for his philanthropy.","Şarık Tara (born Šarik Hadžihamzić; 22 April 1930 – 28 June 2018) was a Turkish billionaire who founded Enka İnşaat ve Sanayi A.Ş., Turkey's largest construction company, with Sadi Gülçelik, in 1957. As well as being an international engineer, contractor, industrialist, he was known for his philanthropy."
2023,4,2259,1.2 B,Gupta,Saroj Rani,Saroj Rani Gupta,1950-07-05,73.0,Female,India,India,Delhi,Manufacturing,Manufacturing,,,True,,Saroj Rani Gupta1950.0,60+,First,1950.0,True,True,page not found,page not found
2022,4,2190,1.3 B,Dayan,Sasson,Sasson Dayan,1940-04-01,82.0,Male,Brazil,Brazil,Sao Paulo,Finance & Investments,Finance and Investments,,,True,,Sasson Dayan1940.0,60+,First,1940.0,True,True,Sasson Dayan is a Lebanese-born Brazilian banker and co-founder of Banco Daycoval.,Sasson Dayan is a Lebanese-born Brazilian banker and co-founder of Banco Daycoval.
2023,4,1804,1.6 B,Sathientham,Sathien,Sathien Sathientham,1954-04-20,69.0,Male,Thailand,Thailand,Bangkok,Food & Beverage,Food and Beverage,,,True,Remained Even,Sathien Sathientham1954.0,60+,First,1954.0,True,True,page not found,page not found
2018,3,2124,1.0 B,Setthasit,Sathien,Sathien Setthasit,1954-04-20,64.0,Male,Thailand,Thailand,Bangkok,Food and Beverage,Food and Beverage,,,True,,Sathien Setthasit1954.0,60+,First,1954.0,True,True,"Sathien Setthasit is a Thai billionaire. He made his fortune from Carabao Energy Drink, which he co-founded in 2002 with Aed Carabao. He resides primarily in Bangkok.


== References ==","Sathien Setthasit is a Thai billionaire. He made his fortune from Carabao Energy Drink, which he co-founded in 2002 with Aed Carabao. He resides primarily in Bangkok.


== References =="
2016,3,1121,1.6 B,Mehta,Satish,Satish Mehta,1951-01-01,65.0,Male,India,India,Pune,Healthcare,Healthcare,,,True,,Satish Mehta1951.0,60+,First,1951.0,True,True,page not found,page not found
2015,3,1605,1.15 B,Reddy,Satish,Satish Reddy,1967-06-09,48.0,Male,India,India,Hyderabad,Healthcare,Healthcare,,,False,,Satish Reddy1967.0,41-50,First,1967.0,True,True,page not found,page not found
2017,3,1567,1.3 B,Suzuki,Satoshi,Satoshi Suzuki,1954-03-18,63.0,Male,Japan,Japan,Tokyo,Fashion & Retail,Fashion and Retail,,,False,,Satoshi Suzuki1954.0,60+,First,1954.0,True,True,"Satoshi Suzuki (鈴木 智, Suzuki Satoshi) is a Japanese screenwriter.","Satoshi Suzuki (鈴木 智, Suzuki Satoshi) is a Japanese screenwriter."
2022,4,2190,1.3 B,Nuwal,Satyanarayan,Satyanarayan Nuwal,1952-07-25,70.0,Male,India,India,Nagpur,Manufacturing,Manufacturing,,,True,,Satyanarayan Nuwal1952.0,60+,First,1952.0,True,True,page not found,page not found
2007,3,390,2.4 B,,,Savitri Jindal,1950-03-20,57.0,,India,India,Delhi & Hisar,,,,,False,,Savitri Jindal1950.0,51-60,First,1950.0,True,True,"Savitri Devi Jindal (born 20 March 1940) is an Indian businesswoman and politician. She was the chairperson emerita of O.P. Jindal Group. She is also the president of Maharaja Agrasen Medical College, Agroha. Jindal family net worth is estimated to be $24.5 billion.","Savitri Devi Jindal (born 20 March 1940) is an Indian businesswoman and politician. She was the chairperson emerita of O.P. Jindal Group. She is also the president of Maharaja Agrasen Medical College, Agroha. Jindal family net worth is estimated to be $24.5 billion."
2003,3,427,1.0 B,,,Scott Cook,1952-07-26,51.0,,United States,United States,Woodside,,,,,False,,Scott Cook1952.0,51-60,First,1952.0,True,True,"Cook holds a bachelor's degree in economics and mathematics from the University of Southern California and an MBA from Harvard Business School, where he serves on the dean's advisory board.","Cook holds a bachelor's degree in economics and mathematics from the University of Southern California and an MBA from Harvard Business School, where he serves on the dean's advisory board."
2011,3,362,3.1 B,Duncan,Scott,Scott Duncan,1982-11-01,29.0,Male,United States,United States,Houston,Energy,Energy,,,False,,Scott Duncan1982.0,21-30,First,1982.0,True,True,"Scott Duncan may refer to:

Scott Duncan (footballer) (1888–1975), Scottish footballer and manager
Scott Duncan (businessman) (born 1983), American billionaire
Scott Duncan (referee), English football referee
Scottie Duncan (fl. 1937–1940), American baseball player","Scott Duncan may refer to:

Scott Duncan (footballer) (1888–1975), Scottish footballer and manager
Scott Duncan (businessman) (born 1983), American billionaire
Scott Duncan (referee), English football referee
Scottie Duncan (fl. 1937–1940), American baseball player"
2015,3,1638,1.1 B,Farquhar,Scott,Scott Farquhar,1979-12-17,36.0,Male,Australia,Australia,Sydney,Technology,Technology,,,True,,Scott Farquhar1979.0,31-40,First,1979.0,True,True,"Farquhar was born in December 1979. He attended James Ruse Agricultural High School and Castle Hill Primary School and graduated from the University of New South Wales, with a Bachelor of Science (BIT).","Farquhar was born in December 1979. He attended James Ruse Agricultural High School and Castle Hill Primary School and graduated from the University of New South Wales, with a Bachelor of Science (BIT)."
2020,4,1513,1.4 B,Kapnick,Scott,Scott Kapnick,1959-02-09,61.0,Male,United States,United States,Naples,Finance & Investments,Finance and Investments,,Investor,True,,Scott Kapnick1959.0,60+,First,1959.0,True,True,page not found,page not found
2015,3,1250,1.5 B,Lin,Scott,Scott Lin,1933-01-01,82.0,Male,Taiwan,Taiwan,Taichung,Technology,Technology,,,True,,Scott Lin1933.0,60+,First,1933.0,True,True,"Scott Lin (Chinese: 林耀英; born 1933) is a Taiwanese billionaire and cofounder of Largan Precision.
Scott Lin was born in 1933. Largan Optronic began in 1969, and was succeeded by Largan Precision in 1987 after a NT$10 million investment. As chairman and chief executive of Largan Precision, Lin became known for his taciturn demeanor. Lin was succeeded as chairman of Largan by company cofounder Tony Chen in 2010. Lin's youngest son Adam later assumed the company chairmanship. Lin made his first appearance on Forbes' list of Taiwanese billionaires in 2014 and was ranked thirty-third in the nation with a net worth of US$1.2 billion. Lin was listed on The World's Billionaires for the first time in 2015; his fortune was valued at US$1.5 billion. In early 2017, Lin's net worth was US$3.2 billion, ranking seventy-sixth on a Forbes list of businesspeople in technology, and ninth on Taiwan's list. When the 2017 Forbes Taiwan Rich List was released in June, Lin was valued at US$2.7 billion and ranked thirteenth.Lin is married and has two sons, Lin En-chou and Adam Lin.


== References ==","Scott Lin (Chinese: 林耀英; born 1933) is a Taiwanese billionaire and cofounder of Largan Precision.
Scott Lin was born in 1933. Largan Optronic began in 1969, and was succeeded by Largan Precision in 1987 after a NT$10 million investment. As chairman and chief executive of Largan Precision, Lin became known for his taciturn demeanor. Lin was succeeded as chairman of Largan by company cofounder Tony Chen in 2010. Lin's youngest son Adam later assumed the company chairmanship. Lin made his first appearance on Forbes' list of Taiwanese billionaires in 2014 and was ranked thirty-third in the nation with a net worth of US$1.2 billion. Lin was listed on The World's Billionaires for the first time in 2015; his fortune was valued at US$1.5 billion. In early 2017, Lin's net worth was US$3.2 billion, ranking seventy-sixth on a Forbes list of businesspeople in technology, and ninth on Taiwan's list. When the 2017 Forbes Taiwan Rich List was released in June, Lin was valued at US$2.7 billion and ranked thirteenth.Lin is married and has two sons, Lin En-chou and Adam Lin.


== References =="
2022,4,2578,1.0 B,Nuttall,Scott,Scott Nuttall,1972-11-25,50.0,Male,United States,United States,New York,Finance & Investments,Finance and Investments,,,True,,Scott Nuttall1972.0,41-50,First,1972.0,True,True,page not found,page not found
2022,4,552,5.0 B,Shleifer,Scott,Scott Shleifer,1977-06-14,45.0,Male,United States,United States,New York,Finance & Investments,Finance and Investments,Tiger Global Management,Investor,True,,Scott Shleifer1977.0,41-50,First,1977.0,True,True,"Shleifer was born and raised in suburban Portland, Oregon. His father, Stuart Shleifer, ran Shleifer Furniture, the family business, until it closed. The company was founded in 1936 by Stuart Shleifer's father and grandfather, and the Shleifer Furniture building was originally the Chamberlin Hotel. The store closed in 2015, and was sold (along with a 15,000-square-foot warehouse) to Brad Malsin, head of Beam Development who plans to turn the 45,000-square-foot building back into a hotel. According to Scott, ""My father sold couches for a living."" He is of Jewish descent.Shleifer graduated from Beaverton High School in 1995, and in 2021 donated $1.8 million to the school.Shleifer earned a bachelor's degree from the University of Pennsylvania's Wharton School in 1999.","Shleifer was born and raised in suburban Portland, Oregon. His father, Stuart Shleifer, ran Shleifer Furniture, the family business, until it closed. The company was founded in 1936 by Stuart Shleifer's father and grandfather, and the Shleifer Furniture building was originally the Chamberlin Hotel. The store closed in 2015, and was sold (along with a 15,000-square-foot warehouse) to Brad Malsin, head of Beam Development who plans to turn the 45,000-square-foot building back into a hotel. According to Scott, ""My father sold couches for a living."" He is of Jewish descent.Shleifer graduated from Beaverton High School in 1995, and in 2021 donated $1.8 million to the school.Shleifer earned a bachelor's degree from the University of Pennsylvania's Wharton School in 1999."
2016,3,854,2.1 B,Simplot,Scott,Scott Simplot,1946-10-11,70.0,Male,United States,United States,Boise,Manufacturing,Manufacturing,,,False,,Scott Simplot1946.0,60+,First,1946.0,True,True,"Simplot is the youngest son of J.R. Simplot, the founder of the diversified agriculture company J.R. Simplot Company, and his first wife Rudy Rosevear. He received a Bachelor of Science in Business from the University of Idaho in 1968 and went on to earn a Masters in Business Administration (MBA) from the Wharton School at the University of Pennsylvania in 1973.","Simplot is the youngest son of J.R. Simplot, the founder of the diversified agriculture company J.R. Simplot Company, and his first wife Rudy Rosevear. He received a Bachelor of Science in Business from the University of Idaho in 1968 and went on to earn a Masters in Business Administration (MBA) from the Wharton School at the University of Pennsylvania in 1973."
2020,4,1990,1.0 B,Smith,Scott,Scott Smith,1949-04-12,71.0,Male,United States,United States,Provo,Technology,Technology,,,True,,Scott Smith1949.0,60+,First,1949.0,True,True,Scott Smith may refer to:,Scott Smith may refer to:
2022,4,1818,1.6 B,Watterson,Scott,Scott Watterson,1955-05-18,67.0,Male,United States,United States,Logan,Technology,Technology,,,True,,Scott Watterson1955.0,60+,First,1955.0,True,True,page not found,page not found
2011,3,782,1.6 B,Parker,Sean,Sean Parker,1979-12-03,32.0,Male,United States,United States,New York,Technology,Technology,,,True,,Sean Parker1979.0,31-40,First,1979.0,True,True,"Parker was born in Herndon, Virginia, to Diane Parker, a TV advertising broker, and Bruce Parker, a U.S. government oceanographer and chief scientist at NOAA. When Parker was seven, his father taught him how to program on an Atari 800. Parker's father, who put his family before his entrepreneurial dreams, told Parker, ""if you are going to take risks, take them early before you have a family."" In his teens, Parker's hobbies were hacking and programming. One night, while hacking into the network of a Fortune 500 company, Parker was unable to log out after his father confiscated his computer keyboard. Because his IP address was exposed, FBI agents tracked down the 16-year-old. Since Parker was under 18, he was sentenced to community service.","Parker was born in Herndon, Virginia, to Diane Parker, a TV advertising broker, and Bruce Parker, a U.S. government oceanographer and chief scientist at NOAA. When Parker was seven, his father taught him how to program on an Atari 800. Parker's father, who put his family before his entrepreneurial dreams, told Parker, ""if you are going to take risks, take them early before you have a family."" In his teens, Parker's hobbies were hacking and programming. One night, while hacking into the network of a Fortune 500 company, Parker was unable to log out after his father confiscated his computer keyboard. Because his IP address was exposed, FBI agents tracked down the 16-year-old. Since Parker was under 18, he was sentenced to community service."
2010,3,421,2.3 B,Quinn,Sean,Sean Quinn,1946-09-06,64.0,Male,Ireland,Ireland,Fermanagh,,,,,False,Increased,Sean Quinn1946.0,60+,First,1946.0,True,True,"John Ignatius Quinn, commonly known as Seán Quinn (born 5 December 1947), is an Irish businessman and conglomerateur. In 2008 he was the richest person in the Republic of Ireland, but in 2012 he was declared bankrupt. The Sunday Times Rich List in 2008 estimated his personal worth to be €4.722 billion or
£3.73 billion, thereby making him the richest person in Ireland. Forbes magazine's 2008 Rich List listed him again as the richest person in Ireland, in 164th place amongst the wealthiest individuals in the world. His net worth, as of February 2008, was estimated at $6.0 billion, approximately £3.084 billion.
In November 2005 the Quinn Group, which was then privately owned by the Quinn family, was elsewhere estimated to be worth between €4 billion and €5 billion. In 2007 the group made a pre-tax profit of £439m. In April 2011 Kieran Wallace of KPMG was appointed as share receiver to Anglo Irish Bank (to which the Quinn Group owe over €2.8 billion) and took control of the Quinn family’s equity interest in Quinn Group. Sean Quinn and the Quinn family no longer have any role in the management, operations or ownership of the Quinn Group. Quinn was declared bankrupt on 11 November 2011 in Northern Ireland; this was annulled on appeal but he was declared bankrupt in the Republic of Ireland on 16 January 2012. He did not oppose the application. He owed over €2 billion to the Irish Bank Resolution Corporation. Quinn was sentenced at the High Court in Dublin on 2 November 2012 to nine weeks in jail, due to contempt of court. Quinn's son-in-law, Niall McPartland, successfully used ""right to be forgotten"" legislation to remove articles from internet search listings that highlighted their lavish lifestyle before becoming bankrupt, along with key parts of Quinn's bankruptcy.","John Ignatius Quinn, commonly known as Seán Quinn (born 5 December 1947), is an Irish businessman and conglomerateur. In 2008 he was the richest person in the Republic of Ireland, but in 2012 he was declared bankrupt. The Sunday Times Rich List in 2008 estimated his personal worth to be €4.722 billion or
£3.73 billion, thereby making him the richest person in Ireland. Forbes magazine's 2008 Rich List listed him again as the richest person in Ireland, in 164th place amongst the wealthiest individuals in the world. His net worth, as of February 2008, was estimated at $6.0 billion, approximately £3.084 billion.
In November 2005 the Quinn Group, which was then privately owned by the Quinn family, was elsewhere estimated to be worth between €4 billion and €5 billion. In 2007 the group made a pre-tax profit of £439m. In April 2011 Kieran Wallace of KPMG was appointed as share receiver to Anglo Irish Bank (to which the Quinn Group owe over €2.8 billion) and took control of the Quinn family’s equity interest in Quinn Group. Sean Quinn and the Quinn family no longer have any role in the management, operations or ownership of the Quinn Group. Quinn was declared bankrupt on 11 November 2011 in Northern Ireland; this was annulled on appeal but he was declared bankrupt in the Republic of Ireland on 16 January 2012. He did not oppose the application. He owed over €2 billion to the Irish Bank Resolution Corporation. Quinn was sentenced at the High Court in Dublin on 2 November 2012 to nine weeks in jail, due to contempt of court. Quinn's son-in-law, Niall McPartland, successfully used ""right to be forgotten"" legislation to remove articles from internet search listings that highlighted their lavish lifestyle before becoming bankrupt, along with key parts of Quinn's bankruptcy."
2021,4,1299,2.4 B,Glaser,Sebastian,Sebastian Glaser,,,Male,Germany,Germany,Munich,Technology,Technology,,,False,,Sebastian Glasernan,-,First,,True,True,page not found,page not found
2019,3,1349,1.7 B,Kulczyk,Sebastian,Sebastian Kulczyk,1980-11-16,39.0,Male,Poland,Poland,,Finance and Investments,Finance and Investments,,,False,,Sebastian Kulczyk1980.0,31-40,First,1980.0,True,True,"He graduated from the Karol Marcinkowski High School No. 1 in Poznań, and the Adam Mickiewicz University in Poznań, majoring in management and marketing. He has also studied at the London School of Economics.","He graduated from the Karol Marcinkowski High School No. 1 in Poznań, and the Adam Mickiewicz University in Poznań, majoring in management and marketing. He has also studied at the London School of Economics."
2007,3,799,1.2 B,,,Sebastian Pinera,1949-12-01,58.0,,Chile,Chile,Santiago,,Shipping,,,False,,Sebastian Pinera1949.0,51-60,First,1949.0,True,True,"Piñera is the sixth child of José Piñera Carvallo and Magdalena Echenique Rozas. Among his ancestors on his maternal side is his mother's great-great-grandmother, Luisa Pinto Garmendia, the sister of President Aníbal Pinto Garmendia and daughter of President Francisco Antonio Pinto and Luisa Garmendia Alurralde, who was a descendant of the penultimate Inca emperor, Huayna Capac. He is a nephew of the former oldest living Roman Catholic bishop in the world, Bernardino Piñera, who died in 2020 due to complications from COVID-19.Piñera's family moved to Belgium one year after his birth and later to New York City, where his father was the Chilean ambassador to the United Nations. Piñera returned to Chile in 1955 and enrolled in the Colegio del Verbo Divino (""Divine Word College""), from which he graduated in 1967.Piñera then enrolled at the Pontifical Catholic University of Chile, from which he graduated in 1971 with an undergraduate degree in commercial engineering. Upon graduation, he was awarded the Raúl Iver Oxley Prize, which is given to the best overall student in each class.Piñera continued on to Harvard University on a partial Fulbright Program for postgraduate studies in economics. During his time at Harvard, Piñera and a classmate coauthored an article, ""The Old South's Stake in the Inter-Regional Movement of Slaves"", for the Journal of Economic History. After three years at Harvard, Piñera graduated with both a Master of Arts and PhD in Economics.","Piñera is the sixth child of José Piñera Carvallo and Magdalena Echenique Rozas. Among his ancestors on his maternal side is his mother's great-great-grandmother, Luisa Pinto Garmendia, the sister of President Aníbal Pinto Garmendia and daughter of President Francisco Antonio Pinto and Luisa Garmendia Alurralde, who was a descendant of the penultimate Inca emperor, Huayna Capac. He is a nephew of the former oldest living Roman Catholic bishop in the world, Bernardino Piñera, who died in 2020 due to complications from COVID-19.Piñera's family moved to Belgium one year after his birth and later to New York City, where his father was the Chilean ambassador to the United Nations. Piñera returned to Chile in 1955 and enrolled in the Colegio del Verbo Divino (""Divine Word College""), from which he graduated in 1967.Piñera then enrolled at the Pontifical Catholic University of Chile, from which he graduated in 1971 with an undergraduate degree in commercial engineering. Upon graduation, he was awarded the Raúl Iver Oxley Prize, which is given to the best overall student in each class.Piñera continued on to Harvard University on a partial Fulbright Program for postgraduate studies in economics. During his time at Harvard, Piñera and a classmate coauthored an article, ""The Old South's Stake in the Inter-Regional Movement of Slaves"", for the Journal of Economic History. After three years at Harvard, Piñera graduated with both a Master of Arts and PhD in Economics."
